         1310224 function calls (1295341 primitive calls) in 2.278 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scale.py:270(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:278(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:316(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:333(LogScale)
        1    0.000    0.000    0.000    0.000 scale.py:414(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:453(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:479(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:506(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:591(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:616(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:634(LogitScale)
        2    0.000    0.000    0.000    0.000 scale.py:713(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:759(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.001    0.001 scale.py:8(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:90(LinearScale)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.004    0.004 scimath.py:17(<module>)
        1    0.000    0.000    0.004    0.004 secrets.py:7(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        2    0.000    0.000    0.011    0.005 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 simpledialog.py:114(Dialog)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:325(_QueryInteger)
        1    0.000    0.000    0.000    0.000 simpledialog.py:344(_QueryFloat)
        1    0.000    0.000    0.000    0.000 simpledialog.py:363(_QueryString)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       22    0.000    0.000    0.000    0.000 six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:12(Spine)
      219    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      219    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       55    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       55    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      449    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      353    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  204/169    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      149    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      175    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      350    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      175    0.000    0.000    0.015    0.000 sre_compile.py:598(_code)
      250    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
  891/175    0.005    0.000    0.011    0.000 sre_compile.py:71(_compile)
      175    0.001    0.000    0.044    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
      931    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     2019    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     5994    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
      469    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1932    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1073/359    0.003    0.000    0.003    0.000 sre_parse.py:174(getwidth)
      176    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     4910    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
     2522    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     4022    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1315    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       88    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      238    0.000    0.000    0.001    0.000 sre_parse.py:343(_escape)
      150    0.000    0.000    0.001    0.000 sre_parse.py:408(_uniq)
  404/175    0.001    0.000    0.025    0.000 sre_parse.py:411(_parse_sub)
  450/180    0.009    0.000    0.024    0.000 sre_parse.py:469(_parse)
      175    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      720    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       85    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      184    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      175    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      175    0.001    0.000    0.027    0.000 sre_parse.py:913(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
      184    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:234(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:307(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:359(StreamMask)
        1    0.000    0.000    0.001    0.001 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:407(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:411(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:485(OutOfBounds)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.010    0.010 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 table.py:182(CustomCell)
        1    0.000    0.000    0.004    0.004 table.py:20(<module>)
        1    0.000    0.000    0.000    0.000 table.py:242(Table)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        5    0.000    0.000    0.000    0.000 texmanager.py:100(<genexpr>)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.000    0.000 text.py:1268(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1668(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1751(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1954(Annotation)
        1    0.000    0.000    0.042    0.042 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.010    0.010 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:349(TextPath)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       12    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
      149    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      161    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1071(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1087(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1152(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1172(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1374(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1531(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1647(Locator)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1772(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1801(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1845(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1865(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1941(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:195(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1997(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2040(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:221(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2348(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:242(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2553(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2694(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2842(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2862(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2923(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:304(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:332(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:343(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:375(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:395(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:414(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:500(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.014    0.014    2.280    2.280 timing1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       24    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       96    0.000    0.000    0.001    0.000 traceback.py:282(line)
       96    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
       24    0.000    0.000    0.002    0.000 traceback.py:318(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1054(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1183(Transform)
       42    0.000    0.000    0.000    0.000 transforms.py:1231(__init_subclass__)
      251    0.000    0.000    0.000    0.000 transforms.py:1236(<genexpr>)
      251    0.000    0.000    0.000    0.000 transforms.py:1242(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1607(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1694(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1745(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1826(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2090(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2114(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2211(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2401(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2489(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2537(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2579(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2599(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2639(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2669(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2740(TransformedPatchPath)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:722(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:82(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:980(TransformedBbox)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1009(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1077(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1087(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1172(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1231(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:234(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:290(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:591(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:48(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
    19801    0.070    0.000    0.104    0.000 twodim_base.py:154(eye)
     8100    0.002    0.000    0.002    0.000 twodim_base.py:212(_diag_dispatcher)
     8100    0.039    0.000    0.059    0.000 twodim_base.py:216(diag)
        1    0.000    0.000    0.002    0.002 twodim_base.py:3(<module>)
     3600    0.001    0.000    0.001    0.000 type_check.py:207(_is_type_dispatcher)
     3600    0.004    0.000    0.004    0.000 type_check.py:280(iscomplexobj)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
       75    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 units.py:110(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:157(DecimalConverter)
        1    0.000    0.000    0.000    0.000 units.py:194(Registry)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 units.py:54(ConversionError)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:13(Quaternion)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:135(Rotation3D)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:183(FreezeableParameters)
        1    0.000    0.000    0.000    0.000 utils.py:223(BiaxialMatrix)
        1    0.000    0.000    0.000    0.000 utils.py:247(UniaxialMatrix)
        1    0.000    0.000    0.000    0.000 utils.py:265(ScatteringMatrix)
     9000    0.009    0.000    0.009    0.000 utils.py:267(__init__)
     3600    0.202    0.000    0.566    0.000 utils.py:279(__matmul__)
      900    0.001    0.000    0.001    0.000 utils.py:289(copy)
     2700    0.150    0.000    0.293    0.000 utils.py:305(for_symmetric_layer)
     1800    0.054    0.000    0.095    0.000 utils.py:318(for_interface)
        1    0.000    0.000    0.000    0.000 utils.py:333(TransferMatrix)
        1    0.000    0.000    0.000    0.000 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       10    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
